id,created_at,slug,category,date,tags,title,description,thumbnail_url,content_url
11,2025-10-25 05:53:41.765023+00,memahami-uang-dan-nilai-panduan-sederhana-untuk-masyarakat-awam,article,2025-10-06,"[""Ekonomi"",""Uang"",""Inflasi"",""Nilai""]",Memahami Uang dan Nilai: Panduan Sederhana untuk Masyarakat Awam,"Uang, nilai, dan inflasi adalah konsep ekonomi dasar yang sangat memengaruhi kehidupan sehari-hari kita. Meski terdengar rumit, ketiga hal ini sebenarnya dapat dipahami dengan mudah melalui contoh-contoh sederhana.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/memahami-uang-dan-nilai-panduan-sederhana-untuk-masyarakat-awam/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/memahami-uang-dan-nilai-panduan-sederhana-untuk-masyarakat-awam/content.md
12,2025-10-27 11:00:20.641718+00,kajian-halal-haram-crypto,activity,2025-10-27,"[""Kajian"",""Ilmiah"",""Muamalah"",""Ustadz Erwandi"",""Ustadz Devin""]",Kajian Halal Haram Crypto,"Kajian “Halal Haram Crypto” yang disampaikan oleh Ustadz Dr. Erwandi Tarmizi, M.A. dan Ustadz Devin Halim, B.B.A., M.Sc. di Masjid Nurul Iman Blok M Square, Jakarta Selatan, pada Ahad, 26 Oktober 2025.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/activities/kajian-halal-haram-crypto/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/activities/kajian-halal-haram-crypto/content.md
13,2025-11-04 12:20:11.676535+00,cryptosharia-hadir-di-halalkulture-2025,activity,2025-10-26,"[""HalalKulture"",""Booth"",""ICE BDS"",""Tangerang"",""2025""]",CryptoSharia Hadir di HalalKulture 2025,"CryptoSharia hadir dalam ajang Halal Kulture 2025 yang berlangsung di ICE BSD City, Tangerang pada 24–26 Oktober 2025. Komunitas yang berfokus untuk mengedukasi masyarakat mengenai halal dan haramnya kripto ini juga membuka booth di sana untuk teman-teman yang ingin berkonsultasi mengenai halal-haram kripto secara langsung.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/activities/cryptosharia-hadir-di-halalkulture-2025/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/activities/cryptosharia-hadir-di-halalkulture-2025/content.md
14,2025-11-04 13:00:06.60256+00,memahami-x402-standar-baru-pembayaran-di-internet,article,2025-11-04,"[""X402"",""Coinbase"",""Payment"",""Protocol"",""HTTP"",""Pioneer"",""Innovation""]",Memahami X402: Standar Baru Pembayaran di Internet,"X402 merupakan protokol terbuka yang menghidupkan kembali kode HTTP 402 – Payment Required sebagai standar pembayaran asli di internet. Ia memungkinkan browser, aplikasi, atau bahkan AI agent untuk membayar secara otomatis ketika mengakses konten atau layanan berbayar, tanpa perlu login, form, atau pihak ketiga. Dengan X402, pembayaran bisa terjadi langsung di tingkat protokol web — menjadikan internet bukan hanya tempat berbagi informasi, tapi juga tempat berbagi nilai secara instan dan universal.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/memahami-x402-standar-baru-pembayaran-di-internet/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/memahami-x402-standar-baru-pembayaran-di-internet/content.md
15,2025-12-04 04:04:43.387187+00,basic-ekonomi-syariah-dan-korelasinya-dengan-kripto,article,2025-12-03,"[""fiqih"",""muamalah"",""kripto"",""syariah""]",Basic Ekonomi Syariah dan Korelasinya dengan Kripto,"Industri kripto tumbuh sangat cepat. Tetapi tanpa fondasi syariah, pertumbuhan itu justru bisa rapuh—bahkan menjerumuskan.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/basic-ekonomi-syariah-dan-korelasinya-dengan-kripto/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/basic-ekonomi-syariah-dan-korelasinya-dengan-kripto/content.md
16,2025-12-04 07:03:54.33774+00,prinsip-ekonomi-syariah-sebagai-pondasi-evaluasi-proyek-kripto,article,2025-12-04,"[""syariah"",""crypto"",""islamic finance"",""halal investment""]",Prinsip Ekonomi Syariah sebagai Pondasi Evaluasi Proyek Kripto,"Kerangka syariah untuk menilai proyek kripto melalui prinsip riba, gharar, maysir, transparansi, dan kebermanfaatan aset.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/prinsip-ekonomi-syariah-sebagai-pondasi-evaluasi-proyek-kripto/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/prinsip-ekonomi-syariah-sebagai-pondasi-evaluasi-proyek-kripto/content.md
17,2025-12-04 07:14:40.925822+00,panduan-syariah-menilai-kehalalan-proyek-kripto,article,2025-12-04,"[""syariah"",""crypto"",""halal-investing""]",Panduan Syariah: Menilai Kehalalan Proyek Kripto,"Panduan ringkas berbasis prinsip syariah untuk membantu investor Muslim menilai kehalalan suatu proyek kripto dengan melihat tujuan, akad, sumber profit, utilitas token, serta potensi gharar dan maisir.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/panduan-syariah-menilai-kehalalan-proyek-kripto/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/panduan-syariah-menilai-kehalalan-proyek-kripto/content.md
18,2025-12-04 07:20:44.973793+00,akad-dalam-dunia-kripto-apa-dan-bagaimana,article,2025-12-04,"[""syariah"",""crypto"",""akad"",""muamalah""]",Akad dalam Dunia Kripto — Apa dan Bagaimana?,"Panduan memahami berbagai jenis akad dalam proyek kripto modern seperti bai’, musyarakah, wakalah, ijarah, dan ju’alah agar transaksi tetap halal dan sesuai kaidah muamalah.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/akad-dalam-dunia-kripto-apa-dan-bagaimana/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/akad-dalam-dunia-kripto-apa-dan-bagaimana/content.md
20,2026-01-02 13:56:04.353549+00,futures-dan-syariah-bagai-minyak-dan-air,article,2026-01-02,"[""Futures"",""Leverage"",""Riba"",""Gharar"",""Maysir"",""Trading"",""Syariah""]","Futures dan Syariah, bagai minyak dan air","Analisis mendalam 3 alasan utama transaksi Futures diharamkan dalam Islam: ketiadaan barang (Bai' Ma Laisa Indak), unsur Gharar & Maysir, serta penggunaan Leverage yang menjurus ke Riba.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/futures-dan-syariah-bagai-minyak-dan-air/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/futures-dan-syariah-bagai-minyak-dan-air/content.md
21,2026-01-02 13:56:04.353549+00,yield-earning-dan-analisa-akad-di-dalamnya,article,2026-01-02,"[""Yield Earning"",""Staking"",""Lending"",""Liquidity Mining"",""Airdrop"",""Riba"",""Syariah""]",Yield Earning dan Analisa Akad di Dalamnya,"Panduan memahami status hukum yield earning dalam kripto (Staking, Lending, Liquidity Mining, Airdrop) berdasarkan analisa akad Mudharabah, Qardh, dan Hibah.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/yield-earning-dan-analisa-akad-di-dalamnya/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/yield-earning-dan-analisa-akad-di-dalamnya/content.md
22,2026-01-02 13:56:04.353549+00,maisir-dalam-perspektif-islam-dan-relevansinya-dengan-dunia-cryptocurrency,article,2026-01-02,"[""Maisir"",""Judi"",""Spekulasi"",""Crypto Shariah"",""Fiqh Muamalah"",""Digital Asset""]",Maisir dalam Perspektif Islam dan Relevansinya dengan Dunia Cryptocurrency,"Mengenal konsep Maisir (judi) dari sisi bahasa dan istilah, dalil pengharamannya, serta implementasi penilaian syariah dalam menghadapi fenomena spekulasi ekstrem di dunia kripto.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/maisir-dalam-perspektif-islam-dan-relevansinya-dengan-dunia-cryptocurrency/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/maisir-dalam-perspektif-islam-dan-relevansinya-dengan-dunia-cryptocurrency/content.md
23,2026-01-02 13:56:04.353549+00,gharar-dalam-islam-dan-relevansinya-dengan-dunia-cryptocurrency,article,2026-01-02,"[""Gharar"",""Ketidakpastian"",""Syariah"",""Crypto"",""ICO"",""DeFi""]",Gharar dalam Islam dan Relevansinya dengan Dunia Cryptocurrency,"Mengenal konsep Gharar (ketidakpastian) dan klasifikasinya, serta tantangan penilaiainnya dalam dunia kripto melalui Initial Coin Offerings (ICO), Smart Contracts, dan DeFi.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/gharar-dalam-islam-dan-relevansinya-dengan-dunia-cryptocurrency/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/gharar-dalam-islam-dan-relevansinya-dengan-dunia-cryptocurrency/content.md
24,2026-01-02 13:56:04.353549+00,bitcoin-dan-impian-panjang-ekonomi-peradaban-islam,article,2026-01-02,"[""Bitcoin"",""Sound Money"",""Fiat"",""Riba"",""Ekonomi Islam"",""Blockchain"",""Inflasi""]",Bitcoin dan Impian Panjang Ekonomi Peradaban Islam,"Menjelajahi potensi Bitcoin sebagai ""Sound Money"" digital yang menentang sistem fiat ribawi, serta resonansinya dengan prinsip transparansi, desentralisasi, dan kedaulatan individu dalam ekonomi Islam.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/bitcoin-dan-impian-panjang-ekonomi-peradaban-islam/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/bitcoin-dan-impian-panjang-ekonomi-peradaban-islam/content.md
25,2026-01-02 22:01:28.904538+00,riba-analisis-fiqh-dan-relevansinya-dalam-ekosistem-kripto,article,2026-01-03,"[""Riba"",""Fiqh Muamalah"",""Crypto Shariah"",""Halal Crypto"",""Investasi Syariah"",""Maqashid Shariah""]",Riba: Analisis Fiqh dan Relevansinya dalam Ekosistem Kripto,"Analisis mendalam mengenai konsep riba dalam fiqh Islam dan korelasinya dalam ekosistem kripto, mencakup klasifikasi riba an-nasi'ah dan riba al-fadl serta mitigasi risikonya.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/riba-analisis-fiqh-dan-relevansinya-dalam-ekosistem-kripto/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/riba-analisis-fiqh-dan-relevansinya-dalam-ekosistem-kripto/content.md
26,2026-01-16 14:42:48.00394+00,privacy-renaissance-2026-crypto-privacy-outlook,article,2026-01-16,"[""Privacy Coins"",""XMR"",""ZEC"",""DASH"",""Crypto Analysis 2026""]",Privacy Renaissance 2026: Crypto Privacy Outlook,"Analisis strategis 3 koin privasi utama (XMR, ZEC, DASH) di Januari 2026. Dari standar anonimitas mutlak hingga jembatan institusi, mana yang paling potensial?",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/privacy-renaissance-2026-crypto-privacy-outlook/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/privacy-renaissance-2026-crypto-privacy-outlook/content.md
27,2026-01-16 21:56:46.892836+00,paradoks-kaca-dan-hutan-gelap-evolusi-privasi-blockchain,article,2026-01-17,"[""Privacy Chains"",""ZKP"",""Blockchain""]",Paradoks Kaca dan Hutan Gelap: Evolusi Privasi Blockchain,"Banyak yang mengira crypto itu rahasia, padahal blockchain justru transparan seperti 'rumah kaca'. Pahami bahaya transparansi total dan bagaimana teknologi Modular Privacy hadir sebagai solusi untuk melindungi data serta martabat kalian.",https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/paradoks-kaca-dan-hutan-gelap-evolusi-privasi-blockchain/thumbnail.jpg,https://juyarisxwydpyrzujhsd.supabase.co/storage/v1/object/public/main/posts/articles/paradoks-kaca-dan-hutan-gelap-evolusi-privasi-blockchain/content.md
